;;Date	Time	outflow (cms)
8/4/2016	19:00	-0.000573358
8/4/2016	20:00	-0.000573358
8/4/2016	21:00	-0.000573358
8/4/2016	22:00	-0.000573358
8/4/2016	23:00	-0.000573358
8/5/2016	0:00	-0.000573358
8/5/2016	1:00	-0.000573358
8/5/2016	2:00	-0.000573358
8/5/2016	3:00	-0.000573358
8/5/2016	4:00	-0.000573358
8/5/2016	5:00	-0.000573358
8/5/2016	6:00	-0.000573358
8/5/2016	7:00	-0.000573358
8/5/2016	8:00	-0.000573358
8/5/2016	9:00	-0.000573358
8/5/2016	10:00	-0.000573358
8/5/2016	11:00	-0.000573358
8/5/2016	12:00	-0.000573358
8/5/2016	13:00	-0.000573358
8/5/2016	14:00	-0.000573358
8/5/2016	15:00	-0.000573358
8/5/2016	16:00	-0.000573358
8/5/2016	17:00	-0.000573358
8/5/2016	18:00	-0.000573358
8/5/2016	19:00	-0.000573358
8/5/2016	20:00	-0.000573358
8/5/2016	21:00	-0.000573358
8/5/2016	22:00	-0.000573358
8/5/2016	23:00	-0.000573358
8/6/2016	0:00	-0.000573358
8/6/2016	1:00	-0.000573358
8/6/2016	2:00	-0.000573358
8/6/2016	3:00	-0.000573358
8/6/2016	4:00	-0.000573358
8/6/2016	5:00	-0.000573358
8/6/2016	6:00	-0.000573358
8/6/2016	7:00	-0.000573358
8/6/2016	8:00	-0.000573358
8/6/2016	9:00	-0.000573358
8/6/2016	10:00	-0.000573358
8/6/2016	11:00	-0.000573358
8/6/2016	12:00	-0.000573358
8/6/2016	13:00	-0.000573358
8/6/2016	14:00	-0.000573358
8/6/2016	15:00	-0.000573358
8/6/2016	16:00	-0.000573358
8/6/2016	17:00	-0.000573358
8/6/2016	18:00	-0.000573358
8/6/2016	19:00	-0.000573358
8/6/2016	20:00	-0.000573358
8/6/2016	21:00	-0.000573358
8/6/2016	22:00	-0.000573358
8/6/2016	23:00	-0.000573358
8/7/2016	0:00	-0.000573358
8/7/2016	1:00	-0.000573358
8/7/2016	2:00	-0.000573358
8/7/2016	3:00	-0.000573358
8/7/2016	4:00	-0.000573358
8/7/2016	5:00	-0.000573358
8/7/2016	6:00	-0.000573358
8/7/2016	7:00	-0.000573358
8/7/2016	8:00	-0.000573358
8/7/2016	9:00	-0.000573358
8/7/2016	10:00	-0.000573358
8/7/2016	11:00	-0.000573358
8/7/2016	12:00	-0.000573358
8/7/2016	13:00	-0.000573358
8/7/2016	14:00	-0.000573358
8/7/2016	15:00	-0.000573358
8/7/2016	16:00	-0.000573358
8/7/2016	17:00	-0.000573358
8/7/2016	18:00	-0.000573358
8/7/2016	19:00	-0.000573358
8/7/2016	20:00	-0.000573358
8/7/2016	21:00	-0.000573358
8/7/2016	22:00	-0.000573358
8/7/2016	23:00	-0.000573358
8/8/2016	0:00	-0.000573358
8/8/2016	1:00	-0.000573358
8/8/2016	2:00	-0.000573358
8/8/2016	3:00	-0.000573358
8/8/2016	4:00	-0.000573358
8/8/2016	5:00	-0.000573358
8/8/2016	6:00	-0.000573358
8/8/2016	7:00	-0.000573358
8/8/2016	8:00	-0.000573358
8/8/2016	9:00	-0.000573358
8/8/2016	10:00	-0.000573358
8/8/2016	11:00	-0.000573358
8/8/2016	12:00	-0.000573358
8/8/2016	13:00	-0.000573358
8/8/2016	14:00	-0.000573358
8/8/2016	15:00	-0.000573358
8/8/2016	16:00	-0.000573358
8/8/2016	17:00	-0.000573358
8/8/2016	18:00	-0.000573358
8/8/2016	19:00	-0.000573358
8/8/2016	20:00	-0.000573358
8/8/2016	21:00	-0.000573358
8/8/2016	22:00	-0.000573358
8/8/2016	23:00	-0.000573358
8/9/2016	0:00	-0.000573358
8/9/2016	1:00	-0.000573358
8/9/2016	2:00	-0.000573358
8/9/2016	3:00	-0.000573358
8/9/2016	4:00	-0.000573358
8/9/2016	5:00	-0.000573358
8/9/2016	6:00	-0.000573358
8/9/2016	7:00	-0.000573358
8/9/2016	8:00	-0.000573358
8/9/2016	9:00	-0.000573358
8/9/2016	10:00	-0.000573358
8/9/2016	11:00	-0.000573358
8/9/2016	12:00	-0.000573358
8/9/2016	13:00	-0.000573358
8/9/2016	14:00	-0.000573358
8/9/2016	15:00	-0.000573358
8/9/2016	16:00	-0.000573358
8/9/2016	17:00	-0.000573358
8/9/2016	18:00	-0.000573358
8/9/2016	19:00	-0.000573358
8/9/2016	20:00	-0.000573358
8/9/2016	21:00	-0.000573358
8/9/2016	22:00	-0.000573358
8/9/2016	23:00	-0.000573358
8/10/2016	0:00	-0.000573358
8/10/2016	1:00	-0.000573358
8/10/2016	2:00	-0.000573358
8/10/2016	3:00	-0.000573358
8/10/2016	4:00	-0.000573358
8/10/2016	5:00	-0.000573358
8/10/2016	6:00	-0.000573358
8/10/2016	7:00	-0.000573358
8/10/2016	8:00	-0.000573358
8/10/2016	9:00	-0.000573358
8/10/2016	10:00	-0.000573358
8/10/2016	11:00	-0.000573358
8/10/2016	12:00	-0.000573358
8/10/2016	13:00	-0.000573358
8/10/2016	14:00	-0.000573358
8/10/2016	15:00	-0.000573358
8/10/2016	16:00	-0.000573358
8/10/2016	17:00	-0.000573358
8/10/2016	18:00	-0.000573358
8/10/2016	19:00	-0.000573358
8/10/2016	20:00	-0.000573358
8/10/2016	21:00	-0.000573358
8/10/2016	22:00	-0.000573358
8/10/2016	23:00	-0.000573358
8/11/2016	0:00	-0.000573358
8/11/2016	1:00	-0.000573358
8/11/2016	2:00	-0.000573358
8/11/2016	3:00	-0.000573358
8/11/2016	4:00	-0.000573358
8/11/2016	5:00	-0.000573358
8/11/2016	6:00	-0.000573358
8/11/2016	7:00	-0.000573358
8/11/2016	8:00	-0.000573358
8/11/2016	9:00	-0.000573358
8/11/2016	10:00	-0.000573358
8/11/2016	11:00	-0.000573358
8/11/2016	12:00	-0.000573358
8/11/2016	13:00	-0.000573358
8/11/2016	14:00	-0.000573358
8/11/2016	15:00	-0.000573358
8/11/2016	16:00	-0.000573358
8/11/2016	17:00	-0.000573358
8/11/2016	18:00	-0.000573358
8/11/2016	19:00	-0.000573358
8/11/2016	20:00	-0.000573358
8/11/2016	21:00	-0.000573358
8/11/2016	22:00	-0.000573358
8/11/2016	23:00	-0.000573358
8/12/2016	0:00	-0.000573358
8/12/2016	1:00	-0.000573358
8/12/2016	2:00	-0.000573358
8/12/2016	3:00	-0.000573358
8/12/2016	4:00	-0.000573358
8/12/2016	5:00	-0.000573358
8/12/2016	6:00	-0.000573358
8/12/2016	7:00	-0.000573358
8/12/2016	8:00	-0.000573358
8/12/2016	9:00	-0.000573358
8/12/2016	10:00	-0.000573358
8/12/2016	11:00	-0.000573358
8/12/2016	12:00	-0.000573358
8/12/2016	13:00	-0.000573358
8/12/2016	14:00	-0.000573358
8/12/2016	15:00	-0.000573358
8/12/2016	16:00	-0.000573358
8/12/2016	17:00	-0.000573358
8/12/2016	18:00	-0.000573358
8/12/2016	19:00	-0.000573358
8/12/2016	20:00	-0.000573358
8/12/2016	21:00	-0.000573358
8/12/2016	22:00	-0.000573358
8/12/2016	23:00	-0.000573358
8/13/2016	0:00	-0.000573358
8/13/2016	1:00	-0.000573358
8/13/2016	2:00	-0.000573358
8/13/2016	3:00	-0.000573358
8/13/2016	4:00	-0.000573358
8/13/2016	5:00	-0.000573358
8/13/2016	6:00	-0.000573358
8/13/2016	7:00	-0.000573358
8/13/2016	8:00	-0.000573358
8/13/2016	9:00	-0.000573358
8/13/2016	10:00	-0.000573358
8/13/2016	11:00	-0.000573358
8/13/2016	12:00	-0.000573358
8/13/2016	13:00	-0.000573358
8/13/2016	14:00	-0.000573358
8/13/2016	15:00	-0.000573358
8/13/2016	16:00	-0.000573358
8/13/2016	17:00	-0.000573358
8/13/2016	18:00	-0.000573358
8/13/2016	19:00	-0.000573358
8/13/2016	20:00	-0.000573358
8/13/2016	21:00	-0.000573358
8/13/2016	22:00	-0.000573358
8/13/2016	23:00	-0.000573358
8/14/2016	0:00	-0.000573358
8/14/2016	1:00	-0.000573358
8/14/2016	2:00	-0.000573358
8/14/2016	3:00	-0.000573358
8/14/2016	4:00	-0.000573358
8/14/2016	5:00	-0.000573358
8/14/2016	6:00	-0.000573358
8/14/2016	7:00	-0.000573358
8/14/2016	8:00	-0.000573358
8/14/2016	9:00	-0.000573358
8/14/2016	10:00	-0.000573358
8/14/2016	11:00	-0.000573358
8/14/2016	12:00	-0.000573358
8/14/2016	13:00	-0.000573358
8/14/2016	14:00	-0.000573358
8/14/2016	15:00	-0.000573358
8/14/2016	16:00	-0.000573358
8/14/2016	17:00	-0.000573358
8/14/2016	18:00	-0.000573358
8/14/2016	19:00	-0.000573358
8/14/2016	20:00	-0.000573358
8/14/2016	21:00	-0.000573358
8/14/2016	22:00	-0.000573358
8/14/2016	23:00	-0.000573358
8/15/2016	0:00	-0.000573358
8/15/2016	1:00	-0.000573358
8/15/2016	2:00	-0.000573358
8/15/2016	3:00	-0.000573358
8/15/2016	4:00	-0.000573358
8/15/2016	5:00	-0.000573358
8/15/2016	6:00	-0.000573358
8/15/2016	7:00	-0.000573358
8/15/2016	8:00	-0.000573358
8/15/2016	9:00	-0.000573358
8/15/2016	10:00	-0.000573358
8/15/2016	11:00	-0.000573358
8/15/2016	12:00	-0.000573358
8/15/2016	13:00	-0.000573358
8/15/2016	14:00	-0.000573358
8/15/2016	15:00	-0.000573358
8/15/2016	16:00	-0.000573358
8/15/2016	17:00	-0.000573358
8/15/2016	18:00	-0.000573358
8/15/2016	19:00	-0.000573358
8/15/2016	20:00	-0.000573358
8/15/2016	21:00	-0.000573358
8/15/2016	22:00	-0.000573358
8/15/2016	23:00	-0.000573358
8/16/2016	0:00	-0.000573358
8/16/2016	1:00	-0.000573358
8/16/2016	2:00	-0.000573358
8/16/2016	3:00	-0.000573358
8/16/2016	4:00	-0.000573358
8/16/2016	5:00	-0.000573358
8/16/2016	6:00	-0.000573358
8/16/2016	7:00	-0.000573358
8/16/2016	8:00	-0.000573358
8/16/2016	9:00	-0.000573358
8/16/2016	10:00	-0.000573358
8/16/2016	11:00	-0.000573358
8/16/2016	12:00	-0.000573358
8/16/2016	13:00	-0.000573358
8/16/2016	14:00	-0.000573358
8/16/2016	15:00	-0.000573358
8/16/2016	16:00	-0.000573358
8/16/2016	17:00	-0.000573358
8/16/2016	18:00	-0.000573358
8/16/2016	19:00	-0.000573358
8/16/2016	20:00	-0.000573358
8/16/2016	21:00	-0.000573358
8/16/2016	22:00	-0.000573358
8/16/2016	23:00	-0.000573358
8/17/2016	0:00	-0.000573358
8/17/2016	1:00	-0.000573358
8/17/2016	2:00	-0.000573358
8/17/2016	3:00	-0.000573358
8/17/2016	4:00	-0.000573358
8/17/2016	5:00	-0.000573358
8/17/2016	6:00	-0.000573358
8/17/2016	7:00	-0.000573358
8/17/2016	8:00	-0.000573358
8/17/2016	9:00	-0.000573358
8/17/2016	10:00	-0.000573358
8/17/2016	11:00	-0.000573358
8/17/2016	12:00	-0.000573358
8/17/2016	13:00	-0.000573358
8/17/2016	14:00	-0.000573358
8/17/2016	15:00	-0.000573358
8/17/2016	16:00	-0.000573358
8/17/2016	17:00	-0.000573358
8/17/2016	18:00	-0.000573358
8/17/2016	19:00	-0.000573358
8/17/2016	20:00	-0.000573358
8/17/2016	21:00	-0.000573358
8/17/2016	22:00	-0.000573358
8/17/2016	23:00	-0.000573358
8/18/2016	0:00	-0.000573358
8/18/2016	1:00	-0.000573358
8/18/2016	2:00	-0.000573358
8/18/2016	3:00	-0.000573358
8/18/2016	4:00	-0.000573358
8/18/2016	5:00	-0.000573358
8/18/2016	6:00	-0.000573358
8/18/2016	7:00	-0.000573358
8/18/2016	8:00	-0.000573358
8/18/2016	9:00	-0.000573358
8/18/2016	10:00	-0.000573358
8/18/2016	11:00	-0.000573358
8/18/2016	12:00	-0.000573358
8/18/2016	13:00	-0.000573358
8/18/2016	14:00	-0.000573358
8/18/2016	15:00	-0.000573358
8/18/2016	16:00	-0.000573358
8/18/2016	17:00	-0.000573358
8/18/2016	18:00	-0.000573358
8/18/2016	19:00	-0.000573358
8/18/2016	20:00	-0.000573358
8/18/2016	21:00	-0.000573358
8/18/2016	22:00	-0.000573358
8/18/2016	23:00	-0.000573358
8/19/2016	0:00	-0.000573358
8/19/2016	1:00	-0.000573358
8/19/2016	2:00	-0.000573358
8/19/2016	3:00	-0.000573358
8/19/2016	4:00	-0.000573358
8/19/2016	5:00	-0.000573358
8/19/2016	6:00	-0.000573358
8/19/2016	7:00	-0.000573358
8/19/2016	8:00	-0.000573358
8/19/2016	9:00	-0.000573358
8/19/2016	10:00	-0.000573358
8/19/2016	11:00	-0.000573358
8/19/2016	12:00	-0.000573358
8/19/2016	13:00	-0.000573358
8/19/2016	14:00	-0.000573358
8/19/2016	15:00	-0.000573358
8/19/2016	16:00	-0.000573358
8/19/2016	17:00	-0.000573358
8/19/2016	18:00	-0.000573358
8/19/2016	19:00	-0.000573358
8/19/2016	20:00	-0.000573358
8/19/2016	21:00	-0.000573358
8/19/2016	22:00	-0.000573358
8/19/2016	23:00	-0.000573358
8/20/2016	0:00	-0.000573358
8/20/2016	1:00	-0.000573358
8/20/2016	2:00	-0.000573358
8/20/2016	3:00	-0.000573358
8/20/2016	4:00	-0.000573358
8/20/2016	5:00	-0.000573358
8/20/2016	6:00	-0.000573358
8/20/2016	7:00	-0.000573358
8/20/2016	8:00	-0.000573358
8/20/2016	9:00	-0.000573358
8/20/2016	10:00	-0.000573358
8/20/2016	11:00	-0.000573358
8/20/2016	12:00	-0.000573358
8/20/2016	13:00	-0.000573358
8/20/2016	14:00	-0.000573358
8/20/2016	15:00	-0.000573358
8/20/2016	16:00	-0.000573358
8/20/2016	17:00	-0.000573358
8/20/2016	18:00	-0.000573358
8/20/2016	19:00	-0.000573358
8/20/2016	20:00	-0.000573358
8/20/2016	21:00	-0.000573358
8/20/2016	22:00	-0.000573358
8/20/2016	23:00	-0.000573358
8/21/2016	0:00	-0.000573358
8/21/2016	1:00	-0.000573358
8/21/2016	2:00	-0.000573358
8/21/2016	3:00	-0.000573358
8/21/2016	4:00	-0.000573358
8/21/2016	5:00	-0.000573358
8/21/2016	6:00	-0.000573358
8/21/2016	7:00	-0.000573358
8/21/2016	8:00	-0.000573358
8/21/2016	9:00	-0.000573358
8/21/2016	10:00	-0.000573358
8/21/2016	11:00	-0.000573358
8/21/2016	12:00	-0.000573358
8/21/2016	13:00	-0.000573358
8/21/2016	14:00	-0.000573358
8/21/2016	15:00	-0.000573358
8/21/2016	16:00	-0.000573358
8/21/2016	17:00	-0.000573358
8/21/2016	18:00	-0.000573358
8/21/2016	19:00	-0.000573358
8/21/2016	20:00	-0.000573358
8/21/2016	21:00	-0.000573358
8/21/2016	22:00	-0.000573358
8/21/2016	23:00	-0.000573358
8/22/2016	0:00	-0.000573358
8/22/2016	1:00	-0.000573358
8/22/2016	2:00	-0.000573358
8/22/2016	3:00	-0.000573358
8/22/2016	4:00	-0.000573358
8/22/2016	5:00	-0.000573358
8/22/2016	6:00	-0.000573358
8/22/2016	7:00	-0.000573358
8/22/2016	8:00	-0.000573358
8/22/2016	9:00	-0.000573358
8/22/2016	10:00	-0.000573358
8/22/2016	11:00	-0.000573358
8/22/2016	12:00	-0.000573358
8/22/2016	13:00	-0.000573358
8/22/2016	14:00	-0.000573358
8/22/2016	15:00	-0.000573358
8/22/2016	16:00	-0.000573358
8/22/2016	17:00	-0.000573358
8/22/2016	18:00	-0.000573358
8/22/2016	19:00	-0.000573358
8/22/2016	20:00	-0.000573358
8/22/2016	21:00	-0.000573358
8/22/2016	22:00	-0.000573358
8/22/2016	23:00	-0.000573358
8/23/2016	0:00	-0.000573358
8/23/2016	1:00	-0.000573358
8/23/2016	2:00	-0.000573358
8/23/2016	3:00	-0.000573358
8/23/2016	4:00	-0.000573358
8/23/2016	5:00	-0.000573358
8/23/2016	6:00	-0.000573358
8/23/2016	7:00	-0.000573358
8/23/2016	8:00	-0.000573358
8/23/2016	9:00	-0.000573358
8/23/2016	10:00	-0.000573358
8/23/2016	11:00	-0.000573358
8/23/2016	12:00	-0.000573358
8/23/2016	13:00	-0.000573358
8/23/2016	14:00	-0.000573358
8/23/2016	15:00	-0.000573358
8/23/2016	16:00	-0.000573358
8/23/2016	17:00	-0.000573358
8/23/2016	18:00	-0.000573358
8/23/2016	19:00	-0.000573358
8/23/2016	20:00	-0.000573358
8/23/2016	21:00	-0.000573358
8/23/2016	22:00	-0.000573358
8/23/2016	23:00	-0.000573358
8/24/2016	0:00	-0.000573358
8/24/2016	1:00	-0.000573358
8/24/2016	2:00	-0.000573358
8/24/2016	3:00	-0.000573358
8/24/2016	4:00	-0.000573358
8/24/2016	5:00	-0.000573358
8/24/2016	6:00	-0.000573358
8/24/2016	7:00	-0.000573358
8/24/2016	8:00	-0.000573358
8/24/2016	9:00	-0.000573358
8/24/2016	10:00	-0.000573358
8/24/2016	11:00	-0.000573358
8/24/2016	12:00	-0.000573358
8/24/2016	13:00	-0.000573358
8/24/2016	14:00	-0.000573358
8/24/2016	15:00	-0.000573358
8/24/2016	16:00	-0.000573358
8/24/2016	17:00	-0.000573358
8/24/2016	18:00	-0.000573358
8/24/2016	19:00	-0.000573358
8/24/2016	20:00	-0.000573358
8/24/2016	21:00	-0.000573358
8/24/2016	22:00	-0.000573358
8/24/2016	23:00	-0.000573358
8/25/2016	0:00	-0.000573358
8/25/2016	1:00	-0.000573358
8/25/2016	2:00	-0.000573358
8/25/2016	3:00	-0.000573358
8/25/2016	4:00	-0.000573358
8/25/2016	5:00	-0.000573358
8/25/2016	6:00	-0.000573358
8/25/2016	7:00	-0.000573358
8/25/2016	8:00	-0.000573358
8/25/2016	9:00	-0.000573358
8/25/2016	10:00	-0.000573358
8/25/2016	11:00	-0.000573358
8/25/2016	12:00	-0.000573358
8/25/2016	13:00	-0.000573358
8/25/2016	14:00	-0.000573358
8/25/2016	15:00	-0.000573358
8/25/2016	16:00	-0.000573358
8/25/2016	17:00	-0.000573358
8/25/2016	18:00	-0.000573358
8/25/2016	19:00	-0.000573358
8/25/2016	20:00	-0.000573358
8/25/2016	21:00	-0.000573358
8/25/2016	22:00	-0.000573358
8/25/2016	23:00	-0.000573358
8/26/2016	0:00	-0.000573358
8/26/2016	1:00	-0.000573358
8/26/2016	2:00	-0.000573358
8/26/2016	3:00	-0.000573358
8/26/2016	4:00	-0.000573358
8/26/2016	5:00	-0.000573358
8/26/2016	6:00	-0.000573358
8/26/2016	7:00	-0.000573358
8/26/2016	8:00	-0.000573358
8/26/2016	9:00	-0.000573358
8/26/2016	10:00	-0.000573358
8/26/2016	11:00	-0.000573358
8/26/2016	12:00	-0.000573358
8/26/2016	13:00	-0.000573358
8/26/2016	14:00	-0.000573358
8/26/2016	15:00	-0.000573358
8/26/2016	16:00	-0.000573358
8/26/2016	17:00	-0.000573358
8/26/2016	18:00	-0.000573358
8/26/2016	19:00	-0.000573358
8/26/2016	20:00	-0.000573358
8/26/2016	21:00	-0.000573358
8/26/2016	22:00	-0.000573358
8/26/2016	23:00	-0.000573358
8/27/2016	0:00	-0.000573358
8/27/2016	1:00	-0.000573358
8/27/2016	2:00	-0.000573358
8/27/2016	3:00	-0.000573358
8/27/2016	4:00	-0.000573358
8/27/2016	5:00	-0.000573358
8/27/2016	6:00	-0.000573358
8/27/2016	7:00	-0.000573358
8/27/2016	8:00	-0.000573358
8/27/2016	9:00	-0.000573358
8/27/2016	10:00	-0.000573358
8/27/2016	11:00	-0.000573358
8/27/2016	12:00	-0.000573358
8/27/2016	13:00	-0.000573358
8/27/2016	14:00	-0.000573358
8/27/2016	15:00	-0.000573358
8/27/2016	16:00	-0.000573358
8/27/2016	17:00	-0.000573358
8/27/2016	18:00	-0.000573358
8/27/2016	19:00	-0.000573358
8/27/2016	20:00	-0.000573358
8/27/2016	21:00	-0.000573358
8/27/2016	22:00	-0.000573358
8/27/2016	23:00	-0.000573358
8/28/2016	0:00	-0.000573358
8/28/2016	1:00	-0.000573358
8/28/2016	2:00	-0.000573358
8/28/2016	3:00	-0.000573358
8/28/2016	4:00	-0.000573358
8/28/2016	5:00	-0.000573358
8/28/2016	6:00	-0.000573358
8/28/2016	7:00	-0.000573358
8/28/2016	8:00	-0.000573358
8/28/2016	9:00	-0.000573358
8/28/2016	10:00	-0.000573358
8/28/2016	11:00	-0.000573358
8/28/2016	12:00	-0.000573358
8/28/2016	13:00	-0.000573358
8/28/2016	14:00	-0.000573358
8/28/2016	15:00	-0.000573358
8/28/2016	16:00	-0.000573358
8/28/2016	17:00	-0.000573358
8/28/2016	18:00	-0.000573358
8/28/2016	19:00	-0.000573358
8/28/2016	20:00	-0.000573358
8/28/2016	21:00	-0.000573358
8/28/2016	22:00	-0.000573358
8/28/2016	23:00	-0.000573358
8/29/2016	0:00	-0.000573358
8/29/2016	1:00	-0.000573358
8/29/2016	2:00	-0.000573358
8/29/2016	3:00	-0.000573358
8/29/2016	4:00	-0.000573358
8/29/2016	5:00	-0.000573358
8/29/2016	6:00	-0.000573358
8/29/2016	7:00	-0.000573358
8/29/2016	8:00	-0.000573358
8/29/2016	9:00	-0.000573358
8/29/2016	10:00	-0.000573358
8/29/2016	11:00	-0.000573358
8/29/2016	12:00	-0.000573358
8/29/2016	13:00	-0.000573358
8/29/2016	14:00	-0.000573358
8/29/2016	15:00	-0.000573358
8/29/2016	16:00	-0.000573358
8/29/2016	17:00	-0.000573358
8/29/2016	18:00	-0.000573358
8/29/2016	19:00	-0.000573358
8/29/2016	20:00	-0.000573358
8/29/2016	21:00	-0.000573358
8/29/2016	22:00	-0.000573358
8/29/2016	23:00	-0.000573358
8/30/2016	0:00	-0.000573358
8/30/2016	1:00	-0.000573358
8/30/2016	2:00	-0.000573358
8/30/2016	3:00	-0.000573358
8/30/2016	4:00	-0.000573358
8/30/2016	5:00	-0.000573358
8/30/2016	6:00	-0.000573358
8/30/2016	7:00	-0.000573358
8/30/2016	8:00	-0.000573358
8/30/2016	9:00	-0.000573358
8/30/2016	10:00	-0.000573358
8/30/2016	11:00	-0.000573358
8/30/2016	12:00	-0.000573358
8/30/2016	13:00	-0.000573358
8/30/2016	14:00	-0.000573358
8/30/2016	15:00	-0.000573358
8/30/2016	16:00	-0.000573358
8/30/2016	17:00	-0.000573358
8/30/2016	18:00	-0.000573358
8/30/2016	19:00	-0.000573358
8/30/2016	20:00	-0.000573358
8/30/2016	21:00	-0.000573358
8/30/2016	22:00	-0.000573358
8/30/2016	23:00	-0.000573358
8/31/2016	0:00	-0.000573358
8/31/2016	1:00	-0.000573358
8/31/2016	2:00	-0.000573358
8/31/2016	3:00	-0.000573358
8/31/2016	4:00	-0.000573358
8/31/2016	5:00	-0.000573358
8/31/2016	6:00	-0.000573358
8/31/2016	7:00	-0.000573358
8/31/2016	8:00	-0.000573358
8/31/2016	9:00	-0.000573358
8/31/2016	10:00	-0.000573358
8/31/2016	11:00	-0.000573358
8/31/2016	12:00	-0.000573358
8/31/2016	13:00	-0.000573358
8/31/2016	14:00	-0.000573358
8/31/2016	15:00	-0.000573358
8/31/2016	16:00	-0.000573358
8/31/2016	17:00	-0.000573358
8/31/2016	18:00	-0.000573358
8/31/2016	19:00	-0.000573358
8/31/2016	20:00	-0.000573358
8/31/2016	21:00	-0.000573358
8/31/2016	22:00	-0.000573358
8/31/2016	23:00	-0.000573358
9/1/2016	0:00	-0.001775031
9/1/2016	1:00	-0.001775031
9/1/2016	2:00	-0.001775031
9/1/2016	3:00	-0.001775031
9/1/2016	4:00	-0.001775031
9/1/2016	5:00	-0.001775031
9/1/2016	6:00	-0.001775031
9/1/2016	7:00	-0.001775031
9/1/2016	8:00	-0.001775031
9/1/2016	9:00	-0.001775031
9/1/2016	10:00	-0.001775031
9/1/2016	11:00	-0.001775031
9/1/2016	12:00	-0.001775031
9/1/2016	13:00	-0.001775031
9/1/2016	14:00	-0.001775031
9/1/2016	15:00	-0.001775031
9/1/2016	16:00	-0.001775031
9/1/2016	17:00	-0.001775031
9/1/2016	18:00	-0.001775031
9/1/2016	19:00	-0.001775031
9/1/2016	20:00	-0.001775031
9/1/2016	21:00	-0.001775031
9/1/2016	22:00	-0.001775031
9/1/2016	23:00	-0.001775031
9/2/2016	0:00	-0.001775031
9/2/2016	1:00	-0.001775031
9/2/2016	2:00	-0.001775031
9/2/2016	3:00	-0.001775031
9/2/2016	4:00	-0.001775031
9/2/2016	5:00	-0.001775031
9/2/2016	6:00	-0.001775031
9/2/2016	7:00	-0.001775031
